measurementdate,reddid,yearrun,year,run,borndate,estimatedemergence,borndepth,status,bornflowkwk,bornflowkes,location,riverlocationid,riversection,comments,measurementdepth,measurementkwk,measurementkes,idnum
2013-08-01,001-13-W,13-W,2013,W,2013-08-01,NA,NA,DEWATERED,NA,NA,NO LOCATION DATA,NA,NA,time not written; time is approximated; depth not writtemn,NA,NA,NA,2708
2013-08-01,002-13-W,13-W,2013,W,2013-08-01,NA,NA,DEWATERED,NA,NA,NO LOCATION DATA,NA,NA,time not written; time is approximated; depth not writtemn,NA,NA,NA,2709
2013-08-01,003-13-W,13-W,2013,W,2013-08-01,NA,NA,DEWATERED,NA,NA,NO LOCATION DATA,NA,NA,time not written; time is approximated; depth not writtemn,NA,NA,NA,2710
2013-08-01,004-13-W,13-W,2013,W,2013-08-01,NA,NA,DEWATERED,NA,NA,NO LOCATION DATA,NA,NA,time not written; time is approximated; depth not writtemn,NA,NA,NA,2711
2013-08-13,007-13-W,13-W,2013,W,2013-08-13,NA,NA,DEWATERED,NA,NA,NO LOCATION DATA,NA,NA,time not written; time is approximated; depth not writtemn,NA,NA,NA,780
2013-08-13,008-13-W,13-W,2013,W,2013-08-13,NA,NA,DEWATERED,NA,NA,NO LOCATION DATA,NA,NA,Top side channel below bonnyview; depth not writtemn,NA,NA,NA,781
2013-08-13,009-13-W,13-W,2013,W,2013-08-13,NA,NA,DEWATERED,NA,NA,NO LOCATION DATA,NA,NA,time not written; time is approximated; depth not writtemn,NA,NA,NA,782
2013-08-13,010-13-W,13-W,2013,W,2013-08-13,NA,NA,DEWATERED,NA,NA,NO LOCATION DATA,NA,NA,time not written; time is approximated; depth not writtemn,NA,NA,NA,783
2013-08-13,011-13-W,13-W,2013,W,2013-08-13,NA,NA,DEWATERED,NA,NA,NO LOCATION DATA,NA,NA,time not written; time is approximated; depth not writtemn,NA,NA,NA,784
2013-08-26,026-13-W,13-W,2013,W,2013-08-26,2013-11-20,NA,DEWATERED,8710,7959,Sec 2; RL Market Street,2,Hwy 44 Brg to A.C.I.D Dam,; depth not writtemn,NA,8710,7959,786
2013-08-26,027-13-W,13-W,2013,W,2013-08-26,2013-11-20,NA,DEWATERED,8710,7959,Sec 2; RL Market Street,2,Hwy 44 Brg to A.C.I.D Dam,; depth not writtemn,NA,8710,7959,787
2013-08-26,029-13-W,13-W,2013,W,2013-08-26,2013-11-20,NA,DEWATERED,8710,7959,Sec 2; RL Market Street,2,Hwy 44 Brg to A.C.I.D Dam,depth not written,NA,8710,7959,789
2013-08-26,030-13-W,13-W,2013,W,2013-08-26,2013-11-20,NA,DEWATERED,8710,7959,Sec 2; RL Market Street,2,Hwy 44 Brg to A.C.I.D Dam,; depth not writtemn,NA,8710,7959,790
2013-08-26,034-13-W,13-W,2013,W,2013-08-26,2013-11-20,NA,DEWATERED,8740,7941,Sec 2; RL Market Street,2,Hwy 44 Brg to A.C.I.D Dam,; depth not writtemn,NA,8740,7941,794
2013-08-26,021-13-W,13-W,2013,W,2013-08-26,NA,NA,DEWATERED,NA,NA,NO LOCATION DATA,NA,NA,time not written; time is approximated; depth not writtemn,NA,NA,NA,800
2013-08-26,022-13-W,13-W,2013,W,2013-08-26,NA,NA,DEWATERED,NA,NA,NO LOCATION DATA,NA,NA,time not written; time is approximated; depth not writtemn,NA,NA,NA,801
2013-08-26,023-13-W,13-W,2013,W,2013-08-26,NA,NA,DEWATERED,NA,NA,NO LOCATION DATA,NA,NA,time not written; time is approximated; depth not writtemn,NA,NA,NA,802
2013-08-26,024-13-W,13-W,2013,W,2013-08-26,NA,NA,DEWATERED,NA,NA,NO LOCATION DATA,NA,NA,time not written; time is approximated; depth not writtemn,NA,NA,NA,803
2013-08-26,025-13-W,13-W,2013,W,2013-08-26,NA,NA,DEWATERED,NA,NA,NO LOCATION DATA,NA,NA,time not written; time is approximated; depth not writtemn,NA,NA,NA,785
2013-08-26,028-13-W,13-W,2013,W,2013-08-26,NA,NA,DEWATERED,NA,NA,NO LOCATION DATA,NA,NA,; depth not writtemn,NA,NA,NA,788
2013-08-26,031-13-W,13-W,2013,W,2013-08-26,NA,NA,DEWATERED,NA,NA,NO LOCATION DATA,NA,NA,; depth not writtemn,NA,NA,NA,791
2013-08-26,032-13-W,13-W,2013,W,2013-08-26,NA,NA,DEWATERED,NA,NA,NO LOCATION DATA,NA,NA,; depth not writtemn,NA,NA,NA,792
2013-08-26,033-13-W,13-W,2013,W,2013-08-26,NA,NA,DEWATERED,NA,NA,NO LOCATION DATA,NA,NA,; depth not writtemn,NA,NA,NA,793
2013-08-26,036-13-W,13-W,2013,W,2013-08-26,NA,NA,DEWATERED,NA,NA,NO LOCATION DATA,NA,NA,; depth not writtemn,NA,NA,NA,795
2013-08-26,037-13-W,13-W,2013,W,2013-08-26,NA,NA,DEWATERED,NA,NA,NO LOCATION DATA,NA,NA,; depth not writtemn,NA,NA,NA,796
2013-08-26,038-13-W,13-W,2013,W,2013-08-26,NA,NA,DEWATERED,NA,NA,NO LOCATION DATA,NA,NA,; depth not writtemn,NA,NA,NA,797
2013-08-26,039-13-W,13-W,2013,W,2013-08-26,NA,NA,DEWATERED,NA,NA,NO LOCATION DATA,NA,NA,; depth not writtemn,NA,NA,NA,798
2013-08-26,040-13-W,13-W,2013,W,2013-08-26,NA,NA,DEWATERED,NA,NA,NO LOCATION DATA,NA,NA,; depth not writtemn,NA,NA,NA,799
2013-09-09,027-13-W,13-W,2013,W,2013-08-26,2013-11-20,NA,DEWATERED,8710,7959,Sec 2; RL Market Street,2,Hwy 44 Brg to A.C.I.D Dam,time not written; time is approximated,0,7089,7640,826
2013-09-09,034-13-W,13-W,2013,W,2013-08-26,2013-11-20,NA,OK,8740,7941,Sec 2; RL Market Street,2,Hwy 44 Brg to A.C.I.D Dam,time not written; time is approximated,3.4,7089,7640,822
2013-09-09,025-13-W,13-W,2013,W,2013-08-26,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,time not written; time is approximated,18,NA,NA,825
2013-09-09,025-13-W,13-W,2013,W,2013-08-26,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,time not written; time is approximated,18,NA,NA,825
2013-09-09,031-13-W,13-W,2013,W,2013-08-26,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,time not written; time is approximated,6,NA,NA,824
2013-09-09,031-13-W,13-W,2013,W,2013-08-26,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,time not written; time is approximated,6,NA,NA,824
2013-09-09,032-13-W,13-W,2013,W,2013-08-26,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,time not written; time is approximated,10.8,NA,NA,823
2013-09-09,032-13-W,13-W,2013,W,2013-08-26,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,time not written; time is approximated,10.8,NA,NA,823
2013-09-16,026-13-W,13-W,2013,W,2013-08-26,2013-11-20,NA,DEWATERED,8710,7959,Sec 2; RL Market Street,2,Hwy 44 Brg to A.C.I.D Dam,NA,-3.7,6995,7640,838
2013-09-16,027-13-W,13-W,2013,W,2013-08-26,2013-11-20,NA,DEWATERED,8710,7959,Sec 2; RL Market Street,2,Hwy 44 Brg to A.C.I.D Dam,NA,-4.8,6995,7650,837
2013-09-16,029-13-W,13-W,2013,W,2013-08-26,2013-11-20,NA,OK,8710,7959,Sec 2; RL Market Street,2,Hwy 44 Brg to A.C.I.D Dam,NA,12.5,6995,7640,840
2013-09-16,030-13-W,13-W,2013,W,2013-08-26,2013-11-20,NA,OK,8710,7959,Sec 2; RL Market Street,2,Hwy 44 Brg to A.C.I.D Dam,NA,3.7,6995,7640,841
2013-09-16,034-13-W,13-W,2013,W,2013-08-26,2013-11-20,NA,OK,8740,7941,Sec 2; RL Market Street,2,Hwy 44 Brg to A.C.I.D Dam,NA,2.4,6995,7650,849
2013-09-16,007-13-W,13-W,2013,W,2013-08-13,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,16.8,NA,NA,833
2013-09-16,007-13-W,13-W,2013,W,2013-08-13,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,16.8,NA,NA,833
2013-09-16,008-13-W,13-W,2013,W,2013-08-13,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,9.6,NA,NA,831
2013-09-16,008-13-W,13-W,2013,W,2013-08-13,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,9.6,NA,NA,831
2013-09-16,009-13-W,13-W,2013,W,2013-08-13,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,20.5,NA,NA,832
2013-09-16,009-13-W,13-W,2013,W,2013-08-13,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,20.5,NA,NA,832
2013-09-16,010-13-W,13-W,2013,W,2013-08-13,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,26.4,NA,NA,829
2013-09-16,010-13-W,13-W,2013,W,2013-08-13,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,26.4,NA,NA,829
2013-09-16,011-13-W,13-W,2013,W,2013-08-13,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,20.4,NA,NA,830
2013-09-16,011-13-W,13-W,2013,W,2013-08-13,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,20.4,NA,NA,830
2013-09-16,028-13-W,13-W,2013,W,2013-08-26,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,13,NA,NA,839
2013-09-16,028-13-W,13-W,2013,W,2013-08-26,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,13,NA,NA,839
2013-09-16,031-13-W,13-W,2013,W,2013-08-26,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,4.2,NA,NA,854
2013-09-16,031-13-W,13-W,2013,W,2013-08-26,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,4.2,NA,NA,854
2013-09-16,032-13-W,13-W,2013,W,2013-08-26,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,9.6,NA,NA,853
2013-09-16,032-13-W,13-W,2013,W,2013-08-26,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,9.6,NA,NA,853
2013-09-16,033-13-W,13-W,2013,W,2013-08-26,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,6,NA,NA,851
2013-09-16,033-13-W,13-W,2013,W,2013-08-26,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,6,NA,NA,851
2013-09-16,037-13-W,13-W,2013,W,2013-08-26,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,15.6,NA,NA,864
2013-09-16,037-13-W,13-W,2013,W,2013-08-26,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,15.6,NA,NA,864
2013-09-16,038-13-W,13-W,2013,W,2013-08-26,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,14.4,NA,NA,866
2013-09-16,038-13-W,13-W,2013,W,2013-08-26,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,14.4,NA,NA,866
2013-09-16,039-13-W,13-W,2013,W,2013-08-26,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,10.7,NA,NA,865
2013-09-16,039-13-W,13-W,2013,W,2013-08-26,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,10.7,NA,NA,865
2013-09-16,040-13-W,13-W,2013,W,2013-08-26,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,10.7,NA,NA,834
2013-09-16,040-13-W,13-W,2013,W,2013-08-26,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,10.7,NA,NA,834
2013-09-17,004-13-W,13-W,2013,W,2013-08-01,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,19.2,NA,NA,869
2013-09-17,004-13-W,13-W,2013,W,2013-08-01,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,19.2,NA,NA,869
2013-09-17,005-13-W,13-W,2013,W,2013-09-17,NA,13.2,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,13.2,NA,NA,870
2013-09-17,006-13-W,13-W,2013,W,2013-09-17,NA,22.7,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,22.7,NA,NA,871
2013-09-17,021-13-W,13-W,2013,W,2013-08-26,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,19.2,NA,NA,867
2013-09-17,021-13-W,13-W,2013,W,2013-08-26,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,19.2,NA,NA,867
2013-09-17,022-13-W,13-W,2013,W,2013-08-26,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,19.2,NA,NA,868
2013-09-17,022-13-W,13-W,2013,W,2013-08-26,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,19.2,NA,NA,868
2013-09-17,023-13-W,13-W,2013,W,2013-08-26,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,18,NA,NA,872
2013-09-17,023-13-W,13-W,2013,W,2013-08-26,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,18,NA,NA,872
2013-09-17,024-13-W,13-W,2013,W,2013-08-26,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,24,NA,NA,873
2013-09-17,024-13-W,13-W,2013,W,2013-08-26,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,24,NA,NA,873
2013-09-18,026-13-W,13-W,2013,W,2013-08-26,2013-11-20,NA,DEWATERED,8710,7959,Sec 2; RL Market Street,2,Hwy 44 Brg to A.C.I.D Dam,Missing Marker,-3,7022,7680,891
2013-09-18,027-13-W,13-W,2013,W,2013-08-26,2013-11-20,NA,DEWATERED,8710,7959,Sec 2; RL Market Street,2,Hwy 44 Brg to A.C.I.D Dam,NA,-3,7022,7680,890
2013-09-18,029-13-W,13-W,2013,W,2013-08-26,2013-11-20,NA,OK,8710,7959,Sec 2; RL Market Street,2,Hwy 44 Brg to A.C.I.D Dam,NA,14,7022,7680,888
2013-09-18,030-13-W,13-W,2013,W,2013-08-26,2013-11-20,NA,OK,8710,7959,Sec 2; RL Market Street,2,Hwy 44 Brg to A.C.I.D Dam,NA,4,7022,7680,887
2013-09-18,034-13-W,13-W,2013,W,2013-08-26,2013-11-20,NA,OK,8740,7941,Sec 2; RL Market Street,2,Hwy 44 Brg to A.C.I.D Dam,NA,3,7022,7680,879
2013-09-18,028-13-W,13-W,2013,W,2013-08-26,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,14,NA,NA,889
2013-09-18,028-13-W,13-W,2013,W,2013-08-26,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,14,NA,NA,889
2013-09-18,031-13-W,13-W,2013,W,2013-08-26,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,5,NA,NA,874
2013-09-18,031-13-W,13-W,2013,W,2013-08-26,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,5,NA,NA,874
2013-09-18,032-13-W,13-W,2013,W,2013-08-26,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,9,NA,NA,875
2013-09-18,032-13-W,13-W,2013,W,2013-08-26,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,9,NA,NA,875
2013-09-18,033-13-W,13-W,2013,W,2013-08-26,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,5,NA,NA,877
2013-09-18,033-13-W,13-W,2013,W,2013-08-26,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,5,NA,NA,877
2013-09-24,026-13-W,13-W,2013,W,2013-08-26,2013-11-20,NA,DEWATERED,8710,7959,Sec 2; RL Market Street,2,Hwy 44 Brg to A.C.I.D Dam,Marker missing,-3,6684,7530,928
2013-09-24,027-13-W,13-W,2013,W,2013-08-26,2013-11-20,NA,DEWATERED,8710,7959,Sec 2; RL Market Street,2,Hwy 44 Brg to A.C.I.D Dam,NA,-2,6593,7280,911
2013-09-24,029-13-W,13-W,2013,W,2013-08-26,2013-11-20,NA,OK,8710,7959,Sec 2; RL Market Street,2,Hwy 44 Brg to A.C.I.D Dam,NA,13,6593,7300,912
2013-09-24,030-13-W,13-W,2013,W,2013-08-26,2013-11-20,NA,OK,8710,7959,Sec 2; RL Market Street,2,Hwy 44 Brg to A.C.I.D Dam,NA,3,6593,7300,914
2013-09-24,034-13-W,13-W,2013,W,2013-08-26,2013-11-20,NA,OK,8740,7941,Sec 2; RL Market Street,2,Hwy 44 Brg to A.C.I.D Dam,NA,2.4,6684,7510,923
2013-09-24,028-13-W,13-W,2013,W,2013-08-26,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,11.5,NA,NA,913
2013-09-24,028-13-W,13-W,2013,W,2013-08-26,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,11.5,NA,NA,913
2013-09-24,031-13-W,13-W,2013,W,2013-08-26,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,4,NA,NA,927
2013-09-24,031-13-W,13-W,2013,W,2013-08-26,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,4,NA,NA,927
2013-09-24,032-13-W,13-W,2013,W,2013-08-26,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,8.6,NA,NA,926
2013-09-24,032-13-W,13-W,2013,W,2013-08-26,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,8.6,NA,NA,926
2013-09-24,033-13-W,13-W,2013,W,2013-08-26,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,4,NA,NA,924
2013-09-24,033-13-W,13-W,2013,W,2013-08-26,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,4,NA,NA,924
2013-09-24,037-13-W,13-W,2013,W,2013-08-26,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,2,NA,NA,936
2013-09-24,037-13-W,13-W,2013,W,2013-08-26,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,2,NA,NA,936
2013-09-24,038-13-W,13-W,2013,W,2013-08-26,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,14,NA,NA,938
2013-09-24,038-13-W,13-W,2013,W,2013-08-26,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,14,NA,NA,938
2013-09-24,040-13-W,13-W,2013,W,2013-08-26,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,11,NA,NA,937
2013-09-24,040-13-W,13-W,2013,W,2013-08-26,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,11,NA,NA,937
2013-09-27,026-13-W,13-W,2013,W,2013-08-26,2013-11-20,NA,DEWATERED,8710,7959,Sec 2; RL Market Street,2,Hwy 44 Brg to A.C.I.D Dam,NA,-4,6265,6930,977
2013-09-27,027-13-W,13-W,2013,W,2013-08-26,2013-11-20,NA,DEWATERED,8710,7959,Sec 2; RL Market Street,2,Hwy 44 Brg to A.C.I.D Dam,NA,-4,6265,6930,976
2013-09-27,029-13-W,13-W,2013,W,2013-08-26,2013-11-20,NA,OK,8710,7959,Sec 2; RL Market Street,2,Hwy 44 Brg to A.C.I.D Dam,NA,10.5,6265,6930,979
2013-09-27,030-13-W,13-W,2013,W,2013-08-26,2013-11-20,NA,DEWATERED,8710,7959,Sec 2; RL Market Street,2,Hwy 44 Brg to A.C.I.D Dam,NA,0,6265,6930,980
2013-09-27,034-13-W,13-W,2013,W,2013-08-26,2013-11-20,NA,DEWATERED,8740,7941,Sec 2; RL Market Street,2,Hwy 44 Brg to A.C.I.D Dam,NA,-2,6265,6950,988
2013-09-27,007-13-W,13-W,2013,W,2013-08-13,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,13,NA,NA,999
2013-09-27,007-13-W,13-W,2013,W,2013-08-13,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,13,NA,NA,999
2013-09-27,008-13-W,13-W,2013,W,2013-08-13,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,15,NA,NA,998
2013-09-27,008-13-W,13-W,2013,W,2013-08-13,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,15,NA,NA,998
2013-09-27,009-13-W,13-W,2013,W,2013-08-13,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,18,NA,NA,997
2013-09-27,009-13-W,13-W,2013,W,2013-08-13,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,18,NA,NA,997
2013-09-27,010-13-W,13-W,2013,W,2013-08-13,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,22.5,NA,NA,1002
2013-09-27,010-13-W,13-W,2013,W,2013-08-13,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,22.5,NA,NA,1002
2013-09-27,011-13-W,13-W,2013,W,2013-08-13,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,17,NA,NA,1001
2013-09-27,011-13-W,13-W,2013,W,2013-08-13,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,17,NA,NA,1001
2013-09-27,028-13-W,13-W,2013,W,2013-08-26,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,11,NA,NA,978
2013-09-27,028-13-W,13-W,2013,W,2013-08-26,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,11,NA,NA,978
2013-09-27,031-13-W,13-W,2013,W,2013-08-26,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,1,NA,NA,992
2013-09-27,031-13-W,13-W,2013,W,2013-08-26,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,1,NA,NA,992
2013-09-27,032-13-W,13-W,2013,W,2013-08-26,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,6.5,NA,NA,991
2013-09-27,032-13-W,13-W,2013,W,2013-08-26,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,6.5,NA,NA,991
2013-09-27,033-13-W,13-W,2013,W,2013-08-26,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,3,NA,NA,989
2013-09-27,033-13-W,13-W,2013,W,2013-08-26,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,3,NA,NA,989
2013-09-27,037-13-W,13-W,2013,W,2013-08-26,NA,NA,DEWATERED,NA,NA,NO LOCATION DATA,NA,NA,NA,-3.5,NA,NA,974
2013-09-27,040-13-W,13-W,2013,W,2013-08-26,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,7,NA,NA,975
2013-09-27,040-13-W,13-W,2013,W,2013-08-26,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,7,NA,NA,975
2013-10-28,026-13-W,13-W,2013,W,2013-08-26,2013-11-20,NA,DEWATERED,8710,7959,Sec 2; RL Market Street,2,Hwy 44 Brg to A.C.I.D Dam,NA,-4,5839,6710,1370
2013-10-28,027-13-W,13-W,2013,W,2013-08-26,2013-11-20,NA,DEWATERED,8710,7959,Sec 2; RL Market Street,2,Hwy 44 Brg to A.C.I.D Dam,NA,-4,5839,6710,1369
2013-10-28,029-13-W,13-W,2013,W,2013-08-26,2013-11-20,NA,OK,8710,7959,Sec 2; RL Market Street,2,Hwy 44 Brg to A.C.I.D Dam,NA,15,5839,6800,1355
2013-10-28,030-13-W,13-W,2013,W,2013-08-26,2013-11-20,NA,OK,8710,7959,Sec 2; RL Market Street,2,Hwy 44 Brg to A.C.I.D Dam,NA,5,5839,6800,1356
2013-10-28,034-13-W,13-W,2013,W,2013-08-26,2013-11-20,NA,DEWATERED,8740,7941,Sec 2; RL Market Street,2,Hwy 44 Brg to A.C.I.D Dam,NA,0,5839,6760,1364
2013-10-28,028-13-W,13-W,2013,W,2013-08-26,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,420 dug over top,11,NA,NA,1371
2013-10-28,028-13-W,13-W,2013,W,2013-08-26,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,420 dug over top,11,NA,NA,1371
2013-10-28,031-13-W,13-W,2013,W,2013-08-26,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,5,NA,NA,1368
2013-10-28,031-13-W,13-W,2013,W,2013-08-26,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,5,NA,NA,1368
2013-10-28,032-13-W,13-W,2013,W,2013-08-26,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,9,NA,NA,1367
2013-10-28,032-13-W,13-W,2013,W,2013-08-26,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,9,NA,NA,1367
2013-10-28,033-13-W,13-W,2013,W,2013-08-26,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,414 dug over top,7,NA,NA,1365
2013-10-28,033-13-W,13-W,2013,W,2013-08-26,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,414 dug over top,7,NA,NA,1365
2013-10-28,038-13-W,13-W,2013,W,2013-08-26,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,6,NA,NA,1379
2013-10-28,038-13-W,13-W,2013,W,2013-08-26,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,6,NA,NA,1379
2013-10-28,039-13-W,13-W,2013,W,2013-08-26,NA,NA,EMERGED,NA,NA,NO LOCATION DATA,NA,NA,NA,6,NA,NA,1381
2013-10-28,039-13-W,13-W,2013,W,2013-08-26,NA,NA,OK,NA,NA,NO LOCATION DATA,NA,NA,NA,6,NA,NA,1381
2013-11-12,034-13-W,13-W,2013,W,2013-08-26,2013-11-20,NA,DEWATERED,8740,7941,Sec 2; RL Market Street,2,Hwy 44 Brg to A.C.I.D Dam,dug up live fry,-8,4478,4370,1513
2014-06-06,1002-14-W,14-W,2014,W,2014-06-06,2014-08-27,25,OK,9230,8271,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,25,9230,8271,2717
2014-06-06,1001-14-W,14-W,2014,W,2014-06-06,2014-08-27,35,OK,9000,8216,Sec 2; RR Turtle Bay,2,Hwy 44 Brg to A.C.I.D Dam,Two observed practice redds nearby,35,9000,8216,2716
2014-06-18,1005-14-W,14-W,2014,W,2014-06-18,2014-09-08,30,OK,9960,9182,Sec 2; RL Below Sewer Line,2,Hwy 44 Brg to A.C.I.D Dam,NA,30,9960,9182,2719
2014-06-30,1003-14-W,14-W,2014,W,2014-06-30,2014-09-18,24,OK,10100,9220,Sec 1; RL Dentsist House,1,A.C.I.D. dam to Keswick Dam,NA,24,10100,9220,2720
2014-06-30,1004-14-W,14-W,2014,W,2014-06-30,2014-09-18,66,OK,10100,9220,Sec 1; RL Dentsist House,1,A.C.I.D. dam to Keswick Dam,NA,66,10100,9220,2721
2014-06-30,1006-14-W,14-W,2014,W,2014-06-30,2014-09-18,72,OK,10000,9220,Sec 1; RL Dentsist House,1,A.C.I.D. dam to Keswick Dam,NA,72,10000,9220,2722
2014-06-30,1007-14-W,14-W,2014,W,2014-06-30,2014-09-18,66,OK,10100,9220,Sec 1; RL Mouth of Middle Creek,1,A.C.I.D. dam to Keswick Dam,NA,66,10100,9220,2723
